=== MAP GENERATION DATA ===

--- STATIONS ---
BFP (bfpbuilding): Grid (23, 31) | Pixels (4416, 5952) | Rot: 0
grass: Grid (33, 30) | Pixels (6336, 5760) | Rot: 0
grass: Grid (34, 30) | Pixels (6528, 5760) | Rot: 0
grass: Grid (36, 30) | Pixels (6912, 5760) | Rot: 0
grass: Grid (37, 30) | Pixels (7104, 5760) | Rot: 0
grass: Grid (39, 30) | Pixels (7488, 5760) | Rot: 0
grass: Grid (40, 30) | Pixels (7680, 5760) | Rot: 0
grass: Grid (0, 31) | Pixels (0, 5952) | Rot: 0
grass: Grid (1, 31) | Pixels (192, 5952) | Rot: 0
dirt: Grid (3, 31) | Pixels (576, 5952) | Rot: 0
dirt: Grid (4, 31) | Pixels (768, 5952) | Rot: 0
grass: Grid (5, 31) | Pixels (960, 5952) | Rot: 0
grass: Grid (6, 31) | Pixels (1152, 5952) | Rot: 0
dirt: Grid (7, 31) | Pixels (1344, 5952) | Rot: 0
grass: Grid (8, 31) | Pixels (1536, 5952) | Rot: 0
dirt: Grid (9, 31) | Pixels (1728, 5952) | Rot: 0
grass: Grid (10, 31) | Pixels (1920, 5952) | Rot: 0
grass: Grid (12, 31) | Pixels (2304, 5952) | Rot: 0
grass: Grid (13, 31) | Pixels (2496, 5952) | Rot: 0
grass: Grid (15, 31) | Pixels (2880, 5952) | Rot: 0
grass: Grid (16, 31) | Pixels (3072, 5952) | Rot: 0
grass: Grid (17, 31) | Pixels (3264, 5952) | Rot: 0
grass: Grid (18, 31) | Pixels (3456, 5952) | Rot: 0
grass: Grid (20, 31) | Pixels (3840, 5952) | Rot: 0
grass: Grid (27, 31) | Pixels (5184, 5952) | Rot: 0
grass: Grid (28, 31) | Pixels (5376, 5952) | Rot: 0
grass: Grid (29, 31) | Pixels (5568, 5952) | Rot: 0
grass: Grid (30, 31) | Pixels (5760, 5952) | Rot: 0
grass: Grid (31, 31) | Pixels (5952, 5952) | Rot: 0
grass: Grid (33, 31) | Pixels (6336, 5952) | Rot: 0
grass: Grid (34, 31) | Pixels (6528, 5952) | Rot: 0
grass: Grid (36, 31) | Pixels (6912, 5952) | Rot: 0
dirt: Grid (37, 31) | Pixels (7104, 5952) | Rot: 0
grass: Grid (39, 31) | Pixels (7488, 5952) | Rot: 0
grass: Grid (40, 31) | Pixels (7680, 5952) | Rot: 0
dirt: Grid (0, 32) | Pixels (0, 6144) | Rot: 0
dirt: Grid (1, 32) | Pixels (192, 6144) | Rot: 0
grass: Grid (3, 32) | Pixels (576, 6144) | Rot: 0
dirt: Grid (4, 32) | Pixels (768, 6144) | Rot: 0
grass: Grid (5, 32) | Pixels (960, 6144) | Rot: 0
grass: Grid (6, 32) | Pixels (1152, 6144) | Rot: 0
grass: Grid (7, 32) | Pixels (1344, 6144) | Rot: 0
grass: Grid (8, 32) | Pixels (1536, 6144) | Rot: 0
grass: Grid (9, 32) | Pixels (1728, 6144) | Rot: 0
grass: Grid (10, 32) | Pixels (1920, 6144) | Rot: 0
dirt: Grid (12, 32) | Pixels (2304, 6144) | Rot: 0
grass: Grid (13, 32) | Pixels (2496, 6144) | Rot: 0
grass: Grid (15, 32) | Pixels (2880, 6144) | Rot: 0
grass: Grid (16, 32) | Pixels (3072, 6144) | Rot: 0
dirt: Grid (17, 32) | Pixels (3264, 6144) | Rot: 0
grass: Grid (18, 32) | Pixels (3456, 6144) | Rot: 0
grass: Grid (20, 32) | Pixels (3840, 6144) | Rot: 0
grass: Grid (27, 32) | Pixels (5184, 6144) | Rot: 0
dirt: Grid (28, 32) | Pixels (5376, 6144) | Rot: 0
grass: Grid (29, 32) | Pixels (5568, 6144) | Rot: 0
dirt: Grid (30, 32) | Pixels (5760, 6144) | Rot: 0
grass: Grid (31, 32) | Pixels (5952, 6144) | Rot: 0
grass: Grid (33, 32) | Pixels (6336, 6144) | Rot: 0
grass: Grid (34, 32) | Pixels (6528, 6144) | Rot: 0
grass: Grid (36, 32) | Pixels (6912, 6144) | Rot: 0
grass: Grid (37, 32) | Pixels (7104, 6144) | Rot: 0
grass: Grid (39, 32) | Pixels (7488, 6144) | Rot: 0
grass: Grid (40, 32) | Pixels (7680, 6144) | Rot: 0
grass: Grid (0, 33) | Pixels (0, 6336) | Rot: 0
grass: Grid (1, 33) | Pixels (192, 6336) | Rot: 0
grass: Grid (39, 33) | Pixels (7488, 6336) | Rot: 0
grass: Grid (40, 33) | Pixels (7680, 6336) | Rot: 0
grass: Grid (0, 34) | Pixels (0, 6528) | Rot: 0
dirt: Grid (1, 34) | Pixels (192, 6528) | Rot: 0
dirt: Grid (3, 34) | Pixels (576, 6528) | Rot: 0
dirt: Grid (4, 34) | Pixels (768, 6528) | Rot: 0
grass: Grid (5, 34) | Pixels (960, 6528) | Rot: 0
dirt: Grid (6, 34) | Pixels (1152, 6528) | Rot: 0
grass: Grid (8, 34) | Pixels (1536, 6528) | Rot: 0
grass: Grid (9, 34) | Pixels (1728, 6528) | Rot: 0
grass: Grid (11, 34) | Pixels (2112, 6528) | Rot: 0
grass: Grid (12, 34) | Pixels (2304, 6528) | Rot: 0
grass: Grid (13, 34) | Pixels (2496, 6528) | Rot: 0
grass: Grid (15, 34) | Pixels (2880, 6528) | Rot: 0
grass: Grid (16, 34) | Pixels (3072, 6528) | Rot: 0
grass: Grid (17, 34) | Pixels (3264, 6528) | Rot: 0
grass: Grid (18, 34) | Pixels (3456, 6528) | Rot: 0
grass: Grid (20, 34) | Pixels (3840, 6528) | Rot: 0
dirt: Grid (27, 34) | Pixels (5184, 6528) | Rot: 0
grass: Grid (28, 34) | Pixels (5376, 6528) | Rot: 0
grass: Grid (29, 34) | Pixels (5568, 6528) | Rot: 0
dirt: Grid (30, 34) | Pixels (5760, 6528) | Rot: 0
dirt: Grid (31, 34) | Pixels (5952, 6528) | Rot: 0
grass: Grid (33, 34) | Pixels (6336, 6528) | Rot: 0
grass: Grid (34, 34) | Pixels (6528, 6528) | Rot: 0
grass: Grid (36, 34) | Pixels (6912, 6528) | Rot: 0
grass: Grid (37, 34) | Pixels (7104, 6528) | Rot: 0
grass: Grid (39, 34) | Pixels (7488, 6528) | Rot: 0
dirt: Grid (40, 34) | Pixels (7680, 6528) | Rot: 0
grass: Grid (0, 35) | Pixels (0, 6720) | Rot: 0
grass: Grid (1, 35) | Pixels (192, 6720) | Rot: 0
grass: Grid (3, 35) | Pixels (576, 6720) | Rot: 0
grass: Grid (4, 35) | Pixels (768, 6720) | Rot: 0
grass: Grid (5, 35) | Pixels (960, 6720) | Rot: 0
grass: Grid (6, 35) | Pixels (1152, 6720) | Rot: 0
grass: Grid (8, 35) | Pixels (1536, 6720) | Rot: 0
grass: Grid (9, 35) | Pixels (1728, 6720) | Rot: 0
grass: Grid (11, 35) | Pixels (2112, 6720) | Rot: 0
grass: Grid (12, 35) | Pixels (2304, 6720) | Rot: 0
dirt: Grid (13, 35) | Pixels (2496, 6720) | Rot: 0
dirt: Grid (15, 35) | Pixels (2880, 6720) | Rot: 0
grass: Grid (16, 35) | Pixels (3072, 6720) | Rot: 0
dirt: Grid (17, 35) | Pixels (3264, 6720) | Rot: 0
grass: Grid (18, 35) | Pixels (3456, 6720) | Rot: 0
dirt: Grid (20, 35) | Pixels (3840, 6720) | Rot: 0
grass: Grid (21, 35) | Pixels (4032, 6720) | Rot: 0
dirt: Grid (22, 35) | Pixels (4224, 6720) | Rot: 0
dirt: Grid (23, 35) | Pixels (4416, 6720) | Rot: 0
grass: Grid (24, 35) | Pixels (4608, 6720) | Rot: 0
grass: Grid (25, 35) | Pixels (4800, 6720) | Rot: 0
grass: Grid (27, 35) | Pixels (5184, 6720) | Rot: 0
dirt: Grid (28, 35) | Pixels (5376, 6720) | Rot: 0
grass: Grid (29, 35) | Pixels (5568, 6720) | Rot: 0
grass: Grid (30, 35) | Pixels (5760, 6720) | Rot: 0
grass: Grid (31, 35) | Pixels (5952, 6720) | Rot: 0
grass: Grid (33, 35) | Pixels (6336, 6720) | Rot: 0
grass: Grid (34, 35) | Pixels (6528, 6720) | Rot: 0
dirt: Grid (36, 35) | Pixels (6912, 6720) | Rot: 0
grass: Grid (37, 35) | Pixels (7104, 6720) | Rot: 0
grass: Grid (39, 35) | Pixels (7488, 6720) | Rot: 0
grass: Grid (40, 35) | Pixels (7680, 6720) | Rot: 0
dirt: Grid (0, 36) | Pixels (0, 6912) | Rot: 0
dirt: Grid (1, 36) | Pixels (192, 6912) | Rot: 0
grass: Grid (3, 36) | Pixels (576, 6912) | Rot: 0
dirt: Grid (4, 36) | Pixels (768, 6912) | Rot: 0
grass: Grid (5, 36) | Pixels (960, 6912) | Rot: 0
grass: Grid (6, 36) | Pixels (1152, 6912) | Rot: 0
dirt: Grid (8, 36) | Pixels (1536, 6912) | Rot: 0
grass: Grid (9, 36) | Pixels (1728, 6912) | Rot: 0
grass: Grid (11, 36) | Pixels (2112, 6912) | Rot: 0
grass: Grid (12, 36) | Pixels (2304, 6912) | Rot: 0
grass: Grid (13, 36) | Pixels (2496, 6912) | Rot: 0
grass: Grid (15, 36) | Pixels (2880, 6912) | Rot: 0
grass: Grid (16, 36) | Pixels (3072, 6912) | Rot: 0
grass: Grid (17, 36) | Pixels (3264, 6912) | Rot: 0
grass: Grid (18, 36) | Pixels (3456, 6912) | Rot: 0
dirt: Grid (20, 36) | Pixels (3840, 6912) | Rot: 0
grass: Grid (21, 36) | Pixels (4032, 6912) | Rot: 0
dirt: Grid (22, 36) | Pixels (4224, 6912) | Rot: 0
dirt: Grid (23, 36) | Pixels (4416, 6912) | Rot: 0
grass: Grid (24, 36) | Pixels (4608, 6912) | Rot: 0
dirt: Grid (25, 36) | Pixels (4800, 6912) | Rot: 0
dirt: Grid (27, 36) | Pixels (5184, 6912) | Rot: 0
grass: Grid (28, 36) | Pixels (5376, 6912) | Rot: 0
dirt: Grid (29, 36) | Pixels (5568, 6912) | Rot: 0
grass: Grid (30, 36) | Pixels (5760, 6912) | Rot: 0
grass: Grid (31, 36) | Pixels (5952, 6912) | Rot: 0
grass: Grid (33, 36) | Pixels (6336, 6912) | Rot: 0
grass: Grid (34, 36) | Pixels (6528, 6912) | Rot: 0
grass: Grid (36, 36) | Pixels (6912, 6912) | Rot: 0
dirt: Grid (37, 36) | Pixels (7104, 6912) | Rot: 0
dirt: Grid (39, 36) | Pixels (7488, 6912) | Rot: 0
grass: Grid (40, 36) | Pixels (7680, 6912) | Rot: 0
grass: Grid (0, 37) | Pixels (0, 7104) | Rot: 0
dirt: Grid (1, 37) | Pixels (192, 7104) | Rot: 0
grass: Grid (3, 37) | Pixels (576, 7104) | Rot: 0
grass: Grid (4, 37) | Pixels (768, 7104) | Rot: 0
grass: Grid (5, 37) | Pixels (960, 7104) | Rot: 0
grass: Grid (6, 37) | Pixels (1152, 7104) | Rot: 0
dirt: Grid (8, 37) | Pixels (1536, 7104) | Rot: 0
grass: Grid (9, 37) | Pixels (1728, 7104) | Rot: 0
dirt: Grid (11, 37) | Pixels (2112, 7104) | Rot: 0
grass: Grid (12, 37) | Pixels (2304, 7104) | Rot: 0
grass: Grid (13, 37) | Pixels (2496, 7104) | Rot: 0
dirt: Grid (15, 37) | Pixels (2880, 7104) | Rot: 0
grass: Grid (16, 37) | Pixels (3072, 7104) | Rot: 0
grass: Grid (17, 37) | Pixels (3264, 7104) | Rot: 0
dirt: Grid (18, 37) | Pixels (3456, 7104) | Rot: 0
grass: Grid (20, 37) | Pixels (3840, 7104) | Rot: 0
grass: Grid (21, 37) | Pixels (4032, 7104) | Rot: 0
grass: Grid (22, 37) | Pixels (4224, 7104) | Rot: 0
grass: Grid (23, 37) | Pixels (4416, 7104) | Rot: 0
grass: Grid (24, 37) | Pixels (4608, 7104) | Rot: 0
grass: Grid (25, 37) | Pixels (4800, 7104) | Rot: 0
dirt: Grid (27, 37) | Pixels (5184, 7104) | Rot: 0
grass: Grid (28, 37) | Pixels (5376, 7104) | Rot: 0
dirt: Grid (29, 37) | Pixels (5568, 7104) | Rot: 0
grass: Grid (30, 37) | Pixels (5760, 7104) | Rot: 0
grass: Grid (31, 37) | Pixels (5952, 7104) | Rot: 0
dirt: Grid (33, 37) | Pixels (6336, 7104) | Rot: 0
grass: Grid (34, 37) | Pixels (6528, 7104) | Rot: 0
dirt: Grid (36, 37) | Pixels (6912, 7104) | Rot: 0
grass: Grid (37, 37) | Pixels (7104, 7104) | Rot: 0
dirt: Grid (39, 37) | Pixels (7488, 7104) | Rot: 0
grass: Grid (40, 37) | Pixels (7680, 7104) | Rot: 0
grass: Grid (0, 38) | Pixels (0, 7296) | Rot: 0
dirt: Grid (1, 38) | Pixels (192, 7296) | Rot: 0
grass: Grid (39, 38) | Pixels (7488, 7296) | Rot: 0
dirt: Grid (40, 38) | Pixels (7680, 7296) | Rot: 0
dirt: Grid (0, 39) | Pixels (0, 7488) | Rot: 0
grass: Grid (1, 39) | Pixels (192, 7488) | Rot: 0
grass: Grid (2, 39) | Pixels (384, 7488) | Rot: 0
dirt: Grid (3, 39) | Pixels (576, 7488) | Rot: 0
dirt: Grid (4, 39) | Pixels (768, 7488) | Rot: 0
dirt: Grid (5, 39) | Pixels (960, 7488) | Rot: 0
grass: Grid (6, 39) | Pixels (1152, 7488) | Rot: 0
grass: Grid (7, 39) | Pixels (1344, 7488) | Rot: 0
dirt: Grid (8, 39) | Pixels (1536, 7488) | Rot: 0
grass: Grid (9, 39) | Pixels (1728, 7488) | Rot: 0
grass: Grid (10, 39) | Pixels (1920, 7488) | Rot: 0
grass: Grid (11, 39) | Pixels (2112, 7488) | Rot: 0
dirt: Grid (12, 39) | Pixels (2304, 7488) | Rot: 0
grass: Grid (13, 39) | Pixels (2496, 7488) | Rot: 0
grass: Grid (14, 39) | Pixels (2688, 7488) | Rot: 0
grass: Grid (15, 39) | Pixels (2880, 7488) | Rot: 0
dirt: Grid (16, 39) | Pixels (3072, 7488) | Rot: 0
grass: Grid (17, 39) | Pixels (3264, 7488) | Rot: 0
grass: Grid (18, 39) | Pixels (3456, 7488) | Rot: 0
grass: Grid (19, 39) | Pixels (3648, 7488) | Rot: 0
grass: Grid (20, 39) | Pixels (3840, 7488) | Rot: 0
dirt: Grid (21, 39) | Pixels (4032, 7488) | Rot: 0
grass: Grid (22, 39) | Pixels (4224, 7488) | Rot: 0
dirt: Grid (23, 39) | Pixels (4416, 7488) | Rot: 0
grass: Grid (24, 39) | Pixels (4608, 7488) | Rot: 0
dirt: Grid (25, 39) | Pixels (4800, 7488) | Rot: 0
grass: Grid (26, 39) | Pixels (4992, 7488) | Rot: 0
dirt: Grid (27, 39) | Pixels (5184, 7488) | Rot: 0
grass: Grid (28, 39) | Pixels (5376, 7488) | Rot: 0
grass: Grid (29, 39) | Pixels (5568, 7488) | Rot: 0
grass: Grid (30, 39) | Pixels (5760, 7488) | Rot: 0
grass: Grid (31, 39) | Pixels (5952, 7488) | Rot: 0
grass: Grid (32, 39) | Pixels (6144, 7488) | Rot: 0
grass: Grid (33, 39) | Pixels (6336, 7488) | Rot: 0
grass: Grid (34, 39) | Pixels (6528, 7488) | Rot: 0
grass: Grid (35, 39) | Pixels (6720, 7488) | Rot: 0
grass: Grid (36, 39) | Pixels (6912, 7488) | Rot: 0
grass: Grid (37, 39) | Pixels (7104, 7488) | Rot: 0
dirt: Grid (38, 39) | Pixels (7296, 7488) | Rot: 0
dirt: Grid (39, 39) | Pixels (7488, 7488) | Rot: 0
grass: Grid (40, 39) | Pixels (7680, 7488) | Rot: 0
grass: Grid (0, 40) | Pixels (0, 7680) | Rot: 0
grass: Grid (1, 40) | Pixels (192, 7680) | Rot: 0
dirt: Grid (2, 40) | Pixels (384, 7680) | Rot: 0
grass: Grid (3, 40) | Pixels (576, 7680) | Rot: 0
dirt: Grid (4, 40) | Pixels (768, 7680) | Rot: 0
dirt: Grid (5, 40) | Pixels (960, 7680) | Rot: 0
grass: Grid (6, 40) | Pixels (1152, 7680) | Rot: 0
grass: Grid (7, 40) | Pixels (1344, 7680) | Rot: 0
grass: Grid (8, 40) | Pixels (1536, 7680) | Rot: 0
dirt: Grid (9, 40) | Pixels (1728, 7680) | Rot: 0
dirt: Grid (10, 40) | Pixels (1920, 7680) | Rot: 0
grass: Grid (11, 40) | Pixels (2112, 7680) | Rot: 0
grass: Grid (12, 40) | Pixels (2304, 7680) | Rot: 0
grass: Grid (13, 40) | Pixels (2496, 7680) | Rot: 0
grass: Grid (14, 40) | Pixels (2688, 7680) | Rot: 0
grass: Grid (15, 40) | Pixels (2880, 7680) | Rot: 0
grass: Grid (16, 40) | Pixels (3072, 7680) | Rot: 0
dirt: Grid (17, 40) | Pixels (3264, 7680) | Rot: 0
grass: Grid (18, 40) | Pixels (3456, 7680) | Rot: 0
dirt: Grid (19, 40) | Pixels (3648, 7680) | Rot: 0
grass: Grid (20, 40) | Pixels (3840, 7680) | Rot: 0
grass: Grid (21, 40) | Pixels (4032, 7680) | Rot: 0
dirt: Grid (22, 40) | Pixels (4224, 7680) | Rot: 0
grass: Grid (23, 40) | Pixels (4416, 7680) | Rot: 0
grass: Grid (24, 40) | Pixels (4608, 7680) | Rot: 0
dirt: Grid (25, 40) | Pixels (4800, 7680) | Rot: 0
grass: Grid (26, 40) | Pixels (4992, 7680) | Rot: 0
dirt: Grid (27, 40) | Pixels (5184, 7680) | Rot: 0
grass: Grid (28, 40) | Pixels (5376, 7680) | Rot: 0
grass: Grid (29, 40) | Pixels (5568, 7680) | Rot: 0
grass: Grid (30, 40) | Pixels (5760, 7680) | Rot: 0
grass: Grid (31, 40) | Pixels (5952, 7680) | Rot: 0
grass: Grid (32, 40) | Pixels (6144, 7680) | Rot: 0
grass: Grid (33, 40) | Pixels (6336, 7680) | Rot: 0
grass: Grid (34, 40) | Pixels (6528, 7680) | Rot: 0
grass: Grid (35, 40) | Pixels (6720, 7680) | Rot: 0
dirt: Grid (36, 40) | Pixels (6912, 7680) | Rot: 0
dirt: Grid (37, 40) | Pixels (7104, 7680) | Rot: 0
grass: Grid (38, 40) | Pixels (7296, 7680) | Rot: 0
grass: Grid (39, 40) | Pixels (7488, 7680) | Rot: 0
grass: Grid (40, 40) | Pixels (7680, 7680) | Rot: 0
flowerygrass: Grid (24, 27) | Pixels (4608, 5184) | Rot: 0
flowerygrass: Grid (40, 34) | Pixels (7680, 6528) | Rot: 0
flowerygrass: Grid (7, 15) | Pixels (1344, 2880) | Rot: 0
flowerygrass: Grid (33, 0) | Pixels (6336, 0) | Rot: 0
flowerygrass: Grid (17, 1) | Pixels (3264, 192) | Rot: 0
flowerygrass: Grid (36, 11) | Pixels (6912, 2112) | Rot: 0
flowerygrass: Grid (28, 22) | Pixels (5376, 4224) | Rot: 0
flowerygrass: Grid (4, 10) | Pixels (768, 1920) | Rot: 0
flowerygrass: Grid (21, 5) | Pixels (4032, 960) | Rot: 0
flowerygrass: Grid (1, 29) | Pixels (192, 5568) | Rot: 0
flowerygrass: Grid (12, 29) | Pixels (2304, 5568) | Rot: 0
flowerygrass: Grid (18, 7) | Pixels (3456, 1344) | Rot: 0
flowerygrass: Grid (25, 18) | Pixels (4800, 3456) | Rot: 0
flowerygrass: Grid (12, 4) | Pixels (2304, 768) | Rot: 0
flowerygrass: Grid (28, 36) | Pixels (5376, 6912) | Rot: 0
flowerygrass: Grid (35, 8) | Pixels (6720, 1536) | Rot: 0
flowerygrass: Grid (25, 4) | Pixels (4800, 768) | Rot: 0
flowerygrass: Grid (1, 24) | Pixels (192, 4608) | Rot: 0
flowerygrass: Grid (12, 40) | Pixels (2304, 7680) | Rot: 0
flowerygrass: Grid (20, 15) | Pixels (3840, 2880) | Rot: 0
flowerygrass: Grid (29, 11) | Pixels (5568, 2112) | Rot: 0
flowerygrass: Grid (37, 34) | Pixels (7104, 6528) | Rot: 0
flowerygrass: Grid (24, 19) | Pixels (4608, 3648) | Rot: 0
flowerygrass: Grid (7, 31) | Pixels (1344, 5952) | Rot: 0
flowerygrass: Grid (8, 13) | Pixels (1536, 2496) | Rot: 0
flowerygrass: Grid (25, 40) | Pixels (4800, 7680) | Rot: 0
flowerygrass: Grid (22, 14) | Pixels (4224, 2688) | Rot: 0
flowerygrass: Grid (20, 35) | Pixels (3840, 6720) | Rot: 0
flowerygrass: Grid (16, 23) | Pixels (3072, 4416) | Rot: 0
flowerygrass: Grid (35, 22) | Pixels (6720, 4224) | Rot: 0
flowerygrass: Grid (4, 8) | Pixels (768, 1536) | Rot: 0
flowerygrass: Grid (16, 39) | Pixels (3072, 7488) | Rot: 0
flowerygrass: Grid (27, 9) | Pixels (5184, 1728) | Rot: 0
flowerygrass: Grid (10, 40) | Pixels (1920, 7680) | Rot: 0
flowerygrass: Grid (37, 36) | Pixels (7104, 6912) | Rot: 0
flowerygrass: Grid (30, 12) | Pixels (5760, 2304) | Rot: 0
flowerygrass: Grid (8, 11) | Pixels (1536, 2112) | Rot: 0
flowerygrass: Grid (0, 23) | Pixels (0, 4416) | Rot: 0
flowerygrass: Grid (24, 25) | Pixels (4608, 4800) | Rot: 0
flowerygrass: Grid (31, 30) | Pixels (5952, 5760) | Rot: 0
flowerygrass: Grid (34, 31) | Pixels (6528, 5952) | Rot: 0
flowerygrass: Grid (18, 31) | Pixels (3456, 5952) | Rot: 0
flowerygrass: Grid (0, 2) | Pixels (0, 384) | Rot: 0
flowerygrass: Grid (4, 1) | Pixels (768, 192) | Rot: 0
flowerygrass: Grid (13, 1) | Pixels (2496, 192) | Rot: 0
flowerygrass: Grid (13, 24) | Pixels (2496, 4608) | Rot: 0
flowerygrass: Grid (20, 40) | Pixels (3840, 7680) | Rot: 0
flowerygrass: Grid (10, 11) | Pixels (1920, 2112) | Rot: 0
flowerygrass: Grid (33, 1) | Pixels (6336, 192) | Rot: 0
flowerygrass: Grid (6, 40) | Pixels (1152, 7680) | Rot: 0
flowerygrass: Grid (16, 30) | Pixels (3072, 5760) | Rot: 0
flowerygrass: Grid (22, 36) | Pixels (4224, 6912) | Rot: 0
flowerygrass: Grid (20, 22) | Pixels (3840, 4224) | Rot: 0
flowerygrass: Grid (33, 26) | Pixels (6336, 4992) | Rot: 0
flowerygrass: Grid (27, 32) | Pixels (5184, 6144) | Rot: 0
flowerygrass: Grid (5, 3) | Pixels (960, 576) | Rot: 0
flowerygrass: Grid (12, 10) | Pixels (2304, 1920) | Rot: 0
flowerygrass: Grid (40, 0) | Pixels (7680, 0) | Rot: 0
flowerygrass: Grid (21, 36) | Pixels (4032, 6912) | Rot: 0
flowerygrass: Grid (15, 4) | Pixels (2880, 768) | Rot: 0
flowerygrass: Grid (9, 36) | Pixels (1728, 6912) | Rot: 0
flowerygrass: Grid (28, 34) | Pixels (5376, 6528) | Rot: 0
flowerygrass: Grid (10, 32) | Pixels (1920, 6144) | Rot: 0
flowerygrass: Grid (18, 15) | Pixels (3456, 2880) | Rot: 0
flowerygrass: Grid (27, 6) | Pixels (5184, 1152) | Rot: 0
flowerygrass: Grid (22, 9) | Pixels (4224, 1728) | Rot: 0
flowerygrass: Grid (1, 19) | Pixels (192, 3648) | Rot: 0
flowerygrass: Grid (15, 6) | Pixels (2880, 1152) | Rot: 0
flowerygrass: Grid (29, 36) | Pixels (5568, 6912) | Rot: 0
flowerygrass: Grid (17, 39) | Pixels (3264, 7488) | Rot: 0
flowerygrass: Grid (38, 0) | Pixels (7296, 0) | Rot: 0
flowerygrass: Grid (12, 15) | Pixels (2304, 2880) | Rot: 0
flowerygrass: Grid (15, 3) | Pixels (2880, 576) | Rot: 0
flowerygrass: Grid (7, 1) | Pixels (1344, 192) | Rot: 0
flowerygrass: Grid (20, 31) | Pixels (3840, 5952) | Rot: 0
flowerygrass: Grid (0, 18) | Pixels (0, 3456) | Rot: 0
flowerygrass: Grid (40, 24) | Pixels (7680, 4608) | Rot: 0
flowerygrass: Grid (9, 4) | Pixels (1728, 768) | Rot: 0
flowerygrass: Grid (29, 20) | Pixels (5568, 3840) | Rot: 0
flowerygrass: Grid (10, 1) | Pixels (1920, 192) | Rot: 0
flowerygrass: Grid (33, 19) | Pixels (6336, 3648) | Rot: 0
flowerygrass: Grid (31, 31) | Pixels (5952, 5952) | Rot: 0
flowerygrass: Grid (20, 40) | Pixels (3840, 7680) | Rot: 0
flowerygrass: Grid (34, 29) | Pixels (6528, 5568) | Rot: 0
flowerygrass: Grid (23, 19) | Pixels (4416, 3648) | Rot: 0
flowerygrass: Grid (39, 2) | Pixels (7488, 384) | Rot: 0
flowerygrass: Grid (22, 22) | Pixels (4224, 4224) | Rot: 0
flowerygrass: Grid (9, 1) | Pixels (1728, 192) | Rot: 0
flowerygrass: Grid (40, 34) | Pixels (7680, 6528) | Rot: 0
flowerygrass: Grid (6, 30) | Pixels (1152, 5760) | Rot: 0
flowerygrass: Grid (27, 16) | Pixels (5184, 3072) | Rot: 0
flowerygrass: Grid (16, 7) | Pixels (3072, 1344) | Rot: 0
flowerygrass: Grid (31, 22) | Pixels (5952, 4224) | Rot: 0
flowerygrass: Grid (34, 6) | Pixels (6528, 1152) | Rot: 0
flowerygrass: Grid (29, 34) | Pixels (5568, 6528) | Rot: 0
flowerygrass: Grid (23, 26) | Pixels (4416, 4992) | Rot: 0
flowerygrass: Grid (15, 17) | Pixels (2880, 3264) | Rot: 0
flowerygrass: Grid (9, 3) | Pixels (1728, 576) | Rot: 0
flowerygrass: Grid (12, 25) | Pixels (2304, 4800) | Rot: 0
flowerygrass: Grid (33, 0) | Pixels (6336, 0) | Rot: 0
flowerygrass: Grid (7, 28) | Pixels (1344, 5376) | Rot: 0
flowerygrass: Grid (37, 23) | Pixels (7104, 4416) | Rot: 0
flowerygrass: Grid (7, 28) | Pixels (1344, 5376) | Rot: 0
flowerygrass: Grid (15, 34) | Pixels (2880, 6528) | Rot: 0
flowerygrass: Grid (29, 5) | Pixels (5568, 960) | Rot: 0
flowerygrass: Grid (9, 32) | Pixels (1728, 6144) | Rot: 0
flowerygrass: Grid (39, 39) | Pixels (7488, 7488) | Rot: 0
flowerygrass: Grid (4, 15) | Pixels (768, 2880) | Rot: 0
flowerygrass: Grid (25, 15) | Pixels (4800, 2880) | Rot: 0
flowerygrass: Grid (11, 12) | Pixels (2112, 2304) | Rot: 0
flowerygrass: Grid (39, 0) | Pixels (7488, 0) | Rot: 0
flowerygrass: Grid (40, 33) | Pixels (7680, 6336) | Rot: 0
flowerygrass: Grid (4, 34) | Pixels (768, 6528) | Rot: 0
flowerygrass: Grid (18, 22) | Pixels (3456, 4224) | Rot: 0
flowerygrass: Grid (1, 29) | Pixels (192, 5568) | Rot: 0
flowerygrass: Grid (30, 36) | Pixels (5760, 6912) | Rot: 0
flowerygrass: Grid (32, 11) | Pixels (6144, 2112) | Rot: 0
flowerygrass: Grid (34, 10) | Pixels (6528, 1920) | Rot: 0
flowerygrass: Grid (40, 7) | Pixels (7680, 1344) | Rot: 0
flowerygrass: Grid (8, 14) | Pixels (1536, 2688) | Rot: 0
flowerygrass: Grid (29, 5) | Pixels (5568, 960) | Rot: 0
flowerygrass: Grid (9, 35) | Pixels (1728, 6720) | Rot: 0
flowerygrass: Grid (10, 12) | Pixels (1920, 2304) | Rot: 0
flowerygrass: Grid (32, 40) | Pixels (6144, 7680) | Rot: 0
flowerygrass: Grid (13, 11) | Pixels (2496, 2112) | Rot: 0
flowerygrass: Grid (17, 19) | Pixels (3264, 3648) | Rot: 0
flowerygrass: Grid (10, 15) | Pixels (1920, 2880) | Rot: 0
flowerygrass: Grid (28, 12) | Pixels (5376, 2304) | Rot: 0
flowerygrass: Grid (11, 23) | Pixels (2112, 4416) | Rot: 0
flowerygrass: Grid (25, 12) | Pixels (4800, 2304) | Rot: 0
flowerygrass: Grid (11, 0) | Pixels (2112, 0) | Rot: 0
